City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
695,Ailigandi,PA,9.2333,-78.0167,79.54,84,31,10.13,scattered clouds
696,Kosh-Agach,RU,50.0,88.6667,-29.61,96,57,3.29,broken clouds
697,Ilheus,BR,-14.7889,-39.0494,82.22,83,20,6.91,few clouds
698,Hanstholm,DK,57.1167,8.6167,39.61,94,100,36.08,overcast clouds
699,Canyon Lake,US,29.8752,-98.2625,53.42,47,94,7.0,overcast clouds
700,Doka,SD,13.5167,35.7667,76.21,38,1,10.47,clear sky
701,Prescott Valley,US,34.5894,-112.3252,67.48,10,0,1.99,clear sky
702,Buala,SB,-8.145,159.5921,82.44,74,96,2.19,overcast clouds
703,Brae,GB,60.3964,-1.353,44.51,88,97,21.45,overcast clouds
704,Kisangani,CD,0.5167,25.2,75.79,63,100,1.48,overcast clouds
705,Dali,CN,25.7,100.1833,37.09,83,1,2.17,clear sky
